date,time,merchant_raw,amount_chf,payer,category,moment
2025-01-07,14:06,PARKHAUS HOHE PROMENADE/LUZERN,6.95,Noemi,Transport,everyday
2025-01-07,15:29,BOHEMIA CAFE THALWIL 04.01.25,14.64,Ada,Cafes,everyday
2025-01-07,16:56,AIRBNB PAYMENTS,134.02,Bruno,Travel,trip
2025-01-08,02:19,Swisscom FIL.3627,78.60,Ada,Subscriptions,everyday
2025-01-08,07:36,KAFFEEHAUS SPERL //LYON FR,9.55,Ada,Cafes,trip
2025-01-08,16:20,MOBILITY CARD*9161,51.00,Ada,Transport,everyday
2025-01-09,05:43,salt mobile STORE8886,50.38,Bruno,Subscriptions,everyday
2025-01-09,08:04,MOEVENPICK CAFE ZUERICH OERLIKON,8.68,Ada,Cafes,everyday
2025-01-09,09:35,HOTEL BELLEVUE SCHLIEREN,228.84,Bruno,Travel,trip
2025-01-10,04:27,NETFLIX,19.81,Bruno,Subscriptions,everyday
2025-01-10,06:51,zvv,2.98,Ada,Transport,everyday
2025-01-10,07:41,BP TANKSTELLE/ZUERICH OERLIKON,109.73,Bruno,Transport,everyday
2025-01-10,09:57,MIGROS,21.98,Noemi,Groceries,everyday
2025-01-10,12:45,SWISS TRAVEL,111.70,Noemi,Travel,trip
2025-01-10,13:50,APOTHEKE ZUR ROSE/ZUERICH NR.252,66.06,Noemi,Health,date_night
2025-01-10,13:56,INTERFLORA REF 50039410,38.31,Bruno,Gifts,gift
2025-01-10,14:53,SWISS INTERNATIONAL AIR LINES ZUERICH,127.17,Noemi,Travel,trip
2025-01-10,18:36,TRATTORIA DA NINO/AMSTERDAM NL 20.02.25,48.04,Bruno,Dining,everyday
2025-01-10,18:45,Swiss Chuchi Zuerich Oerlikon 4749,59.03,Bruno,Dining,date_night
2025-01-10,19:08,PIZZERIA DA MICHELE //SCHLIEREN 9713,87.13,Bruno,Dining,date_night
2025-01-10,19:18,METZGEREI ANGST/THALWIL,37.41,Ada,Groceries,everyday
2025-01-10,19:34,Alnatura Zuerich ZUERICH WIEDIKON,34.93,Noemi,Groceries,everyday
2025-01-11,04:35,SERAFE CARD*1930,112.02,Ada,Subscriptions,everyday
2025-01-11,09:45,COOP //ZUERICH OERLIKON,39.37,Ada,Groceries,everyday
2025-01-11,10:49,SWISS INTERNATIONAL AIR LINES ZURICH 19.04.24 CARD*4706,154.09,Bruno,Travel,trip
2025-01-11,13:27,Brasserie Georges NR.2913 21.06.24,63.76,Bruno,Dining,trip
2025-01-11,15:00,HORNBACH,71.80,Bruno,Home,everyday
2025-01-11,22:13,TEATRO ROMANO,24.05,Bruno,Entertainment,trip
2025-01-12,09:44,kaffeehaus sperl 11.02.26 REF 71538615,20.92,Bruno,Cafes,trip
2025-01-12,12:25,TRATTORIA DA NINO AMSTERDAM NL,50.31,Bruno,Dining,trip
2025-01-12,20:41,kronenhalle 3381 CARD*3028,148.35,Noemi,Dining,date_night
2025-01-13,03:20,Sunrise,58.43,Bruno,Subscriptions,everyday
2025-01-13,06:04,HOTEL BOAVISTA AMSTERDAM NL TID 96784507,105.22,Ada,Travel,trip
2025-01-13,08:13,STARBUCKS //WINTERTHUR 11.05.25,8.29,Bruno,Cafes,everyday
2025-01-13,08:21,PHYSIOTHERAPIE SEEFELD ZUERICH OERLIKON 7849,137.14,Noemi,Health,everyday
2025-01-13,13:59,Migros,33.06,Noemi,Groceries,everyday
2025-01-13,15:14,MEDBASE //SCHLIEREN,73.06,Bruno,Health,everyday
2025-01-13,16:39,SBB CFF FFS FIL.871,28.93,Bruno,Transport,everyday
2025-01-13,18:41,ORELL FUESSLI/ZUERICH WIEDIKON 5281,31.42,Bruno,Gifts,gift
2025-01-13,19:28,ALNATURA ZUERICH Luzern,85.15,Noemi,Groceries,everyday
2025-01-13,19:59,Kaufleuten Zh 01.07.24,20.31,Bruno,Entertainment,everyday
2025-01-13,20:03,hotel boavista/AMSTERDAM NL 4623,601.12,Ada,Travel,trip
2025-01-13,21:05,Nooch Asian Kitchen //BERN,26.45,Noemi,Dining,everyday
2025-01-14,13:09,HILTL KLOTEN 8207 27.07.26,58.48,Noemi,Dining,everyday
2025-01-14,17:40,INTERFLORA //THALWIL CARD*8357,18.68,Bruno,Gifts,everyday
2025-01-15,08:10,MIGROS/ZÜRICH 3342,54.14,Bruno,Groceries,everyday
2025-01-15,09:37,Ikea Dietlikon WINTERTHUR FIL.7698 22.04.26,112.45,Ada,Home,everyday
2025-01-15,13:13,zoo zuerich 02.11.24,97.52,Bruno,Entertainment,everyday
2025-01-15,16:27,Jumbo,55.04,Bruno,Home,everyday
2025-01-15,21:18,SOCAR TANKSTELLE WALLISELLEN CH,44.56,Bruno,Transport,everyday
2025-01-16,07:57,Starbucks //SCHLIEREN,7.20,Bruno,Cafes,everyday
2025-01-16,08:11,amavita apotheke 1801,34.44,Bruno,Health,everyday
2025-01-16,13:32,RESTAURANT SANTA LUCIA 12.08.24,62.30,Noemi,Dining,everyday
2025-01-16,16:32,CAFE BÄCKEREI ZEIT CARD*6751,15.12,Ada,Cafes,everyday
2025-01-16,17:07,FLIXBUS,56.45,Noemi,Travel,trip
2025-01-16,18:09,BLACK SHEEP CH,9.27,Bruno,Cafes,everyday
2025-01-16,21:36,FLIXBUS CH,38.67,Ada,Travel,trip
2025-01-17,18:36,socar tankstelle/ZURICH 407 KD.NR 50698336,31.88,Noemi,Transport,everyday
2025-01-17,20:42,BINDELLA RISTORANTE,86.71,Noemi,Dining,date_night
2025-01-18,07:31,SBB CFF FFS,38.79,Bruno,Transport,everyday
2025-01-18,16:06,aldi suisse,6.16,Noemi,Groceries,everyday
2025-01-18,17:54,HORNBACH/WINTERTHUR 16.11.25 CARD*8522,127.30,Bruno,Home,everyday
2025-01-18,19:10,Restaurant Zum Gruenen Glas USTER,167.31,Bruno,Dining,date_night
2025-01-18,19:43,KAUFLEUTEN 23.07.25,43.31,Bruno,Entertainment,date_night
2025-01-18,19:47,KINO ARENA,30.15,Noemi,Entertainment,date_night
2025-01-18,21:32,KAUFLEUTEN KD.NR 52171097 CARD*2695,27.53,Noemi,Entertainment,date_night
2025-01-19,08:24,UBER TRIP,62.44,Noemi,Transport,everyday
2025-01-20,10:39,SOCAR TANKSTELLE,85.32,Noemi,Transport,everyday
2025-01-20,12:33,SPAR EXPRESS Kloten 325 17.07.26,11.97,Ada,Groceries,everyday
2025-01-20,13:17,MERCADO ARTESANAL LOCARNO CH NO. 41412761,33.37,Bruno,Gifts,trip
2025-01-20,14:46,KAFFEEHAUS SPERL LOCARNO CH,14.50,Noemi,Cafes,trip
2025-01-20,20:32,teatro romano //LOCARNO CH KD.NR 37610852,27.85,Noemi,Entertainment,trip
2025-01-20,21:29,SWISS CHUCHI ZH,68.82,Bruno,Dining,date_night
2025-01-21,09:25,AIRBNB PAYMENTS/LOCARNO CH,198.54,Bruno,Travel,everyday
2025-01-21,09:48,MOEVENPICK CAFE Bern TID 72501775,22.40,Ada,Cafes,everyday
2025-01-21,16:40,coop,46.07,Ada,Groceries,everyday
2025-01-21,17:56,ALDI SUISSE CARD*8950,24.69,Ada,Groceries,everyday
2025-01-21,18:55,SCHAUSPIELHAUS DIETIKON KD.NR 67492075,82.96,Ada,Entertainment,everyday
2025-01-22,07:34,CAFE CENTRAL LOCARNO CH,10.47,Noemi,Cafes,trip
2025-01-22,10:34,Volg ZÜRICH REF 10492057,35.92,Noemi,Groceries,everyday
2025-01-23,07:51,STARBUCKS,7.82,Ada,Cafes,everyday
2025-01-23,09:35,CAFE DE FLORE //LOCARNO CH STORE3637 CARD*5808 SCHWEIZ,11.81,Ada,Cafes,everyday
2025-01-23,13:26,starbucks KD.NR 97306171,9.38,Ada,Cafes,everyday
2025-01-23,17:40,TOPPHARM APOTHEKE ZÜRICH,52.56,Bruno,Health,date_night
2025-01-23,18:29,PASTELARIA BELEM 21.02.24,7.09,Noemi,Cafes,trip
2025-01-24,07:11,aeroporto taxi 2187,41.06,Bruno,Transport,trip
2025-01-24,08:36,PARKHAUS HOHE PROMENADE ZH,28.19,Ada,Transport,everyday
2025-01-24,08:47,TRENITALIA LOCARNO CH,25.84,Bruno,Transport,trip
2025-01-24,09:30,Pfister Moebel //ZUERICH WIEDIKON,179.56,Bruno,Home,everyday
2025-01-24,15:45,Jumbo,23.56,Bruno,Home,everyday
2025-01-24,16:18,Baeckerei Fischer NR.472,3.87,Bruno,Groceries,everyday
2025-01-24,18:16,VICAFE,7.95,Bruno,Cafes,everyday
2025-01-25,10:39,MICASA 2018,265.92,Bruno,Home,everyday
2025-01-25,13:44,MERCADO ARTESANAL LOCARNO CH SUISSE,28.22,Bruno,Gifts,trip
2025-01-25,14:02,pfister moebel 09.10.26,86.01,Noemi,Home,everyday
2025-01-25,18:36,BISTRO LE PETIT Locarno Ch,98.00,Ada,Dining,trip
2025-01-25,21:36,KRONENHALLE 20.04.24 CARD*2150,139.09,Noemi,Dining,gift
2025-01-26,08:29,CITY BIKE RENT/LOCARNO CH REF 84978775,7.85,Ada,Transport,trip
2025-01-26,08:42,CAFE CENTRAL LOCARNO CH 06.05.25,8.62,Noemi,Cafes,trip
2025-01-26,14:02,COOP,8.63,Bruno,Groceries,everyday
2025-01-26,19:36,guided city tour //LOCARNO CH,24.52,Ada,Entertainment,trip
2025-01-27,07:25,GRAND CAFE ODEON DIETIKON 26.01.26,36.34,Bruno,Cafes,everyday
2025-01-27,08:06,Black Sheep BASEL,7.13,Ada,Cafes,everyday
2025-01-27,08:49,Aeroporto Taxi,40.76,Ada,Transport,trip
2025-01-27,08:52,RENFE VIAJEROS //Locarno Ch,78.09,Noemi,Transport,trip
2025-01-27,11:21,Hotel Adler CH,136.59,Noemi,Travel,trip
2025-01-27,11:24,HOTEL ADLER CARD*8299,228.11,Noemi,Travel,trip
2025-01-27,13:24,migros 06.12.26,32.13,Bruno,Groceries,everyday
2025-01-27,14:25,PASTELARIA BELEM KD.NR 98797864,11.80,Ada,Cafes,trip
2025-01-28,07:26,grand cafe odeon 21.10.26,17.00,Ada,Cafes,everyday
2025-01-28,07:47,BLACK SHEEP SCHLIEREN,4.43,Bruno,Cafes,everyday
2025-01-28,16:09,TOPPHARM APOTHEKE KD.NR 73099238,58.70,Bruno,Health,everyday
2025-01-29,11:18,landi SUISSE,20.28,Noemi,Home,trip
2025-01-29,11:58,Zeughauskeller,71.25,Bruno,Dining,everyday
2025-01-29,15:11,Kaufleuten STORE2986 CARD*5018 CH,10.40,Bruno,Entertainment,everyday
2025-01-30,07:15,Starbucks,7.42,Bruno,Cafes,everyday
2025-01-30,13:52,COOP/Zuerich Wiedikon,21.78,Ada,Groceries,everyday
2025-01-30,20:35,restaurant blaue ente LUZERN 3199,189.47,Ada,Dining,date_night
2025-01-31,08:59,Migros/Zurich 18.07.25,48.48,Bruno,Groceries,everyday
2025-01-31,17:46,OBI BAUMARKT,19.71,Noemi,Home,everyday
2025-01-31,19:03,Bäckerei Hug,3.33,Ada,Groceries,trip
2025-01-31,21:30,KEBAB HOUSE,24.92,Bruno,Dining,everyday
2025-02-01,02:50,SPOTIFY,12.79,Noemi,Subscriptions,everyday
2025-02-01,11:59,kebab house //Kloten 08.03.24,17.59,Bruno,Dining,everyday
2025-02-01,13:42,OPERNHAUS ZUERICH WALLISELLEN,230.79,Ada,Entertainment,everyday
2025-02-01,16:20,Taxi Zuerich,45.62,Ada,Transport,everyday
2025-02-01,17:55,MICASA,54.03,Bruno,Home,everyday
2025-02-01,19:06,NOOCH ASIAN KITCHEN ST GALLEN,22.52,Ada,Dining,everyday
2025-02-01,19:25,SBB CFF FFS CARD*5980,70.85,Noemi,Transport,everyday
2025-02-01,19:40,KEBAB HOUSE,17.04,Bruno,Dining,everyday
2025-02-01,20:52,ZOO ZUERICH //Zh TID 28821103,61.63,Noemi,Entertainment,everyday
2025-02-02,12:00,RESTAURANT BLAUE ENTE,183.13,Bruno,Dining,everyday
2025-02-02,20:12,tibits ZUERICH WIEDIKON 9462,23.64,Noemi,Dining,everyday
2025-02-02,20:41,KAUFLEUTEN,50.32,Ada,Entertainment,gift
2025-02-02,22:24,kino riffraff TID 26093089,22.88,Noemi,Entertainment,everyday
2025-02-03,09:56,BOHEMIA CAFE //ST GALLEN CARD*3724,11.83,Bruno,Cafes,everyday
2025-02-03,12:08,BLUMENGALERIE SEEFELD 27.09.26,55.74,Bruno,Gifts,gift
2025-02-03,12:19,KRONENHALLE NR.1234,199.89,Ada,Dining,date_night
2025-02-04,02:53,Nzz Abo FIL.554,38.64,Noemi,Subscriptions,everyday
2025-02-04,04:26,DISNEY PLUS,15.92,Bruno,Subscriptions,everyday
2025-02-04,09:48,Grand Cafe Odeon ZÜRICH NR.4541,20.62,Noemi,Cafes,everyday
2025-02-04,11:33,ZVV //THALWIL,2.01,Ada,Transport,everyday
2025-02-05,13:18,Hotel Bellevue USTER 8969,238.36,Noemi,Travel,trip
2025-02-05,16:16,MIGROS MM ZUERICH HB ST GALLEN KD.NR 64423738,11.69,Noemi,Groceries,everyday
2025-02-05,17:58,APOTHEKE ZUR ROSE BERN 19.07.26,21.09,Ada,Health,everyday
2025-02-06,02:06,FITNESSPARK ABO 8238,89.34,Ada,Subscriptions,everyday
2025-02-06,02:42,Icloud 3356,2.96,Bruno,Subscriptions,everyday
2025-02-06,12:00,zeughauskeller ZUERICH WIEDIKON,126.94,Noemi,Dining,date_night
2025-02-06,13:12,VICAFE CARD*9234,3.98,Bruno,Cafes,everyday
2025-02-06,13:18,COOP BAU HOBBY Uster 5997 KD.NR 82400902,32.62,Ada,Home,everyday
2025-02-06,13:40,COOP KLOTEN,55.06,Noemi,Groceries,everyday
2025-02-06,19:48,MCDONALDS NR.9347,12.76,Ada,Dining,trip
2025-02-07,09:47,BOHEMIA CAFE,10.38,Bruno,Cafes,everyday
2025-02-07,14:57,OBI BAUMARKT/ZUERICH OERLIKON,40.84,Noemi,Home,everyday
2025-02-07,15:46,BP TANKSTELLE ZUERICH OERLIKON FIL.3254,72.23,Noemi,Transport,everyday
2025-02-07,17:26,Swiss Travel,111.75,Noemi,Travel,everyday
2025-02-07,17:30,Amavita Apotheke 07.11.24,21.80,Ada,Health,everyday
2025-02-07,18:34,VOLG DIETIKON,19.18,Noemi,Groceries,everyday
2025-02-07,19:57,SUSHI ZEN BASEL,45.66,Ada,Dining,date_night
2025-02-08,02:31,SWISSCOM NR.4239 TID 8769988,79.84,Bruno,Subscriptions,date_night
2025-02-08,14:44,MARKTHALLE BASEL ZÜRICH,22.62,Ada,Groceries,everyday
2025-02-08,18:53,GESCHENKIDEE CH NR.3365,63.63,Bruno,Gifts,gift
2025-02-08,19:38,LIDL SCHWEIZ 9129 01.11.25 CARD*7628,14.85,Ada,Groceries,everyday
2025-02-09,03:50,SALT MOBILE FIL.7993 REF 25326177,50.12,Noemi,Subscriptions,everyday
2025-02-09,13:13,Restaurant Linde THALWIL FIL.2992,54.85,Noemi,Dining,everyday
2025-02-10,02:26,NETFLIX,20.23,Ada,Subscriptions,everyday
2025-02-10,07:05,EASYJET,107.68,Ada,Travel,trip
2025-02-10,10:16,MIGROLINO,5.00,Bruno,Groceries,everyday
2025-02-10,12:32,CHRIST UHREN SCHMUCK //WINTERTHUR 13.10.26,222.70,Bruno,Gifts,gift
2025-02-10,12:37,migros BERN,27.73,Noemi,Groceries,everyday
2025-02-10,13:40,PIZZERIA DA MICHELE,129.35,Bruno,Dining,everyday
2025-02-10,16:13,POSTAUTO/WINTERTHUR,11.19,Bruno,Transport,everyday
2025-02-10,18:08,Markthalle Basel ZUERICH OERLIKON 300,8.76,Bruno,Groceries,everyday
2025-02-11,02:18,SERAFE 7080 SUISSE,112.33,Ada,Subscriptions,everyday
2025-02-11,08:32,Moevenpick Cafe SCHLIEREN,15.88,Bruno,Cafes,everyday
2025-02-11,15:39,VICAFE,5.99,Ada,Cafes,everyday
2025-02-11,17:54,DENNER ST GALLEN 14.02.25 CARD*3769,27.39,Ada,Groceries,everyday
2025-02-11,19:33,MCDONALDS 9119,18.96,Noemi,Dining,everyday
2025-02-11,21:40,Swiss Chuchi 5599,47.69,Ada,Dining,date_night
2025-02-12,11:47,migros Zurich,25.48,Bruno,Groceries,everyday
2025-02-12,17:12,Landi BASEL,34.76,Bruno,Home,everyday
2025-02-13,03:43,SUNRISE,59.08,Noemi,Subscriptions,everyday
2025-02-13,07:25,Cafe Spruengli Wallisellen 9222 16.10.25 CARD*2289,18.20,Ada,Cafes,everyday
2025-02-13,14:39,baeckerei fischer,14.88,Ada,Groceries,gift
2025-02-13,15:39,Kaufleuten,23.63,Noemi,Entertainment,trip
2025-02-13,17:32,MIGROS //Zuerich Wiedikon NR.6205 CARD*1632,48.31,Noemi,Groceries,everyday
2025-02-14,13:25,Opernhaus Zuerich FIL.4097,65.80,Bruno,Entertainment,everyday
2025-02-14,14:47,KAUFLEUTEN,22.98,Noemi,Entertainment,everyday
2025-02-14,16:16,Bp Tankstelle,97.62,Noemi,Transport,everyday
2025-02-14,16:39,BLUME 3000 KLOTEN,57.72,Noemi,Gifts,gift
2025-02-14,16:43,baeckerei fischer BASEL,4.31,Noemi,Groceries,everyday
2025-02-14,18:45,PARKHAUS HOHE PROMENADE DIETIKON,5.93,Ada,Transport,date_night
2025-02-15,15:19,COOP,37.24,Noemi,Groceries,trip
2025-02-15,15:27,SPAR EXPRESS/BERN 12.07.26 CARD*2617,18.05,Ada,Groceries,everyday
2025-02-15,17:21,Postauto,10.71,Bruno,Transport,everyday
2025-02-15,17:31,Jumbo,147.57,Noemi,Home,everyday
2025-02-15,18:21,BP TANKSTELLE 5330 CARD*6375,58.01,Bruno,Transport,everyday
2025-02-15,18:32,ORELL FUESSLI 5570,41.10,Noemi,Gifts,gift
2025-02-15,19:53,Mcdonalds WALLISELLEN 02.12.25 CARD*4560,40.86,Bruno,Dining,trip
2025-02-16,13:55,DENNER/KLOTEN,37.11,Ada,Groceries,trip
2025-02-16,16:23,MOBILITY CARD*2756,56.59,Bruno,Transport,everyday
2025-02-16,17:20,EASYJET,102.78,Noemi,Travel,trip
2025-02-16,19:14,bindella ristorante,56.82,Ada,Dining,date_night
2025-02-16,21:07,TIBITS,12.12,Noemi,Dining,everyday
2025-02-17,15:23,MICASA Dietikon,39.28,Bruno,Home,everyday
2025-02-18,08:22,AMAVITA APOTHEKE ST GALLEN,20.83,Ada,Health,everyday
2025-02-18,08:54,BP TANKSTELLE USTER TRX 12784772,159.57,Noemi,Transport,trip
2025-02-18,10:08,MEDBASE FIL.5329,134.66,Ada,Health,everyday
2025-02-18,12:58,DEPOT ZUERICH WALLISELLEN,27.29,Bruno,Home,everyday
2025-02-18,16:08,HORNBACH //WALLISELLEN,123.08,Bruno,Home,everyday
2025-02-18,18:24,INTERFLORA,39.02,Ada,Gifts,gift
2025-02-18,20:31,KINO RIFFRAFF,36.49,Bruno,Entertainment,date_night
2025-02-18,20:38,RESTAURANT BLAUE ENTE Zuerich,90.03,Bruno,Dining,date_night
2025-02-19,08:37,SBB CFF FFS 603 TID 92386686,13.28,Bruno,Transport,everyday
2025-02-19,12:41,OBI BAUMARKT,136.96,Ada,Home,everyday
2025-02-20,08:14,VBZ TICKET WALLISELLEN SUISSE,7.45,Noemi,Transport,everyday
2025-02-20,08:28,SBB RAILAWAY,123.23,Bruno,Travel,trip
2025-02-20,09:46,Amavita Apotheke LUZERN,30.89,Ada,Health,date_night
2025-02-20,20:53,PATHE SPREITENBACH 08.12.24,22.43,Noemi,Entertainment,everyday
2025-02-21,11:39,MANOR SUISSE,41.69,Noemi,Gifts,gift
2025-02-21,12:38,ZEUGHAUSKELLER DIETIKON,102.53,Noemi,Dining,everyday
2025-02-21,13:31,PHYSIOTHERAPIE SEEFELD FIL.1797,117.05,Bruno,Health,everyday
2025-02-21,15:09,ORELL FUESSLI,32.55,Noemi,Gifts,gift
2025-02-21,16:04,COOP PRONTO //DIETIKON,27.78,Noemi,Groceries,everyday
2025-02-21,19:30,Migrolino,6.43,Bruno,Groceries,everyday
2025-02-21,22:09,HALLENSTADION/Dietikon 24.01.24,133.85,Ada,Entertainment,date_night
2025-02-22,12:18,Globus/WALLISELLEN,88.30,Bruno,Gifts,gift
2025-02-22,15:48,JUMBO ZUERICH WIEDIKON 3384,65.17,Noemi,Home,everyday
2025-02-22,21:03,SBB RAILAWAY SUISSE,128.98,Bruno,Travel,trip
2025-02-22,21:37,Sushi Zen ZUERICH WIEDIKON 4435,74.83,Ada,Dining,date_night
2025-02-23,20:19,BOWLING CENTER HEUERIED THALWIL,43.45,Bruno,Entertainment,everyday
2025-02-23,20:47,Pizzeria Da Michele,71.05,Bruno,Dining,date_night
2025-02-24,09:46,GRAND CAFE ODEON Zuerich Oerlikon CARD*1762,19.70,Bruno,Cafes,everyday
2025-02-24,14:35,DR MED HUBER PRAXIS ZH,128.27,Ada,Health,everyday
2025-02-24,19:29,ZVV/LUZERN 7813 11.04.24,18.84,Bruno,Transport,everyday
2025-02-25,11:02,COOP PRONTO ZUERICH TRX 5713246,25.37,Noemi,Groceries,everyday
2025-02-25,17:15,COOP BAU HOBBY,49.46,Ada,Home,everyday
2025-02-25,17:29,COOP/ZUERICH WIEDIKON NO. 13433161,22.57,Bruno,Groceries,everyday
2025-02-25,17:40,obi baumarkt //ZÜRICH 20.11.25 CARD*4336,32.97,Bruno,Home,everyday
2025-02-25,18:09,SOCAR TANKSTELLE THALWIL 19.08.26,164.31,Noemi,Transport,date_night
2025-02-25,20:54,HOTEL ADLER NR.8398,121.88,Noemi,Travel,trip
2025-02-26,08:47,CAFETERIA ETH,8.83,Ada,Cafes,everyday
2025-02-26,09:27,POSTAUTO //ZUERICH WIEDIKON FIL.4342,12.14,Noemi,Transport,everyday
2025-02-26,11:25,GESCHENKIDEE CH,27.53,Noemi,Gifts,gift
2025-02-26,12:51,geschenkidee ch DIETIKON,11.16,Ada,Gifts,gift
2025-02-26,15:12,Uber Trip Zuerich Oerlikon STORE1249 14.01.26 CARD*7340,71.43,Noemi,Transport,everyday
2025-02-26,16:31,COOP Bern,19.95,Ada,Groceries,everyday
2025-02-26,19:48,TECHNORAMA 21.11.24,56.88,Ada,Entertainment,everyday
2025-02-26,20:03,Nooch Asian Kitchen NO. 17481646,42.34,Ada,Dining,everyday
2025-02-26,20:03,hiltl,70.65,Ada,Dining,everyday
2025-02-27,09:15,MIGROS,67.04,Ada,Groceries,everyday
2025-02-27,13:08,COOP,26.79,Noemi,Groceries,everyday
2025-02-27,13:28,dr med huber praxis 20.09.24 CARD*3446,186.63,Noemi,Health,everyday
2025-02-28,07:14,BLACK SHEEP 14.05.25,6.24,Noemi,Cafes,everyday
2025-02-28,19:37,LE DEZALEY NR.3858,161.00,Noemi,Dining,everyday
2025-03-01,03:55,Spotify,13.03,Ada,Subscriptions,everyday
2025-03-01,11:44,coop,24.82,Noemi,Groceries,everyday
2025-03-01,12:24,JELMOLI THALWIL,43.70,Ada,Gifts,gift
2025-03-01,13:39,SWISS CHUCHI THALWIL 7069,70.65,Ada,Dining,everyday
2025-03-01,17:36,Migros/Luzern CARD*9781,45.99,Bruno,Groceries,everyday
2025-03-01,18:11,Blumengalerie Seefeld //ZUERICH OERLIKON,25.25,Ada,Gifts,gift
2025-03-01,18:21,MICASA/THALWIL 1679,97.47,Noemi,Home,everyday
2025-03-02,07:06,SBB CFF FFS LUZERN NR.3433,32.63,Ada,Transport,gift
2025-03-02,12:32,KRONENHALLE,141.94,Noemi,Dining,everyday
2025-03-03,07:34,ZVV Basel,6.01,Bruno,Transport,everyday
2025-03-03,11:36,SBB CFF FFS ZH,22.13,Noemi,Transport,everyday
2025-03-03,18:31,SBB CFF FFS,9.68,Bruno,Transport,everyday
2025-03-03,19:53,Zeughauskeller 23.05.25,26.55,Noemi,Dining,everyday
2025-03-04,02:21,DISNEY PLUS 100,15.96,Ada,Subscriptions,everyday
2025-03-04,04:43,Nzz Abo 1621,39.37,Ada,Subscriptions,everyday
2025-03-04,10:46,DENNER Zuerich Oerlikon CH,26.71,Ada,Groceries,everyday
2025-03-04,16:50,Lidl Schweiz 28.12.26,25.96,Bruno,Groceries,everyday
2025-03-04,17:47,SBB CFF FFS Zürich TRX 39229812 CH,13.09,Ada,Transport,everyday
2025-03-05,09:23,CAFE SPRUENGLI,20.26,Noemi,Cafes,date_night
2025-03-05,15:38,easyjet,93.87,Bruno,Travel,everyday
2025-03-05,19:40,TECHNORAMA,31.59,Ada,Entertainment,everyday
2025-03-06,03:41,ICLOUD TRX 71936371,2.96,Noemi,Subscriptions,trip
2025-03-06,04:38,FITNESSPARK ABO NR.2797,88.34,Noemi,Subscriptions,everyday
2025-03-06,08:36,COOP KLOTEN 05.06.26,31.97,Noemi,Groceries,everyday
2025-03-06,09:45,TOPPHARM APOTHEKE 03.09.26 TID 32537663,25.79,Bruno,Health,everyday
2025-03-06,10:11,Apotheke Zur Rose/Kloten FIL.8331,33.49,Ada,Health,everyday
2025-03-06,16:13,SCHAUSPIELHAUS NO. 6845944,101.36,Bruno,Entertainment,everyday
2025-03-06,17:47,Hornbach/BASEL,215.43,Ada,Home,everyday
2025-03-06,18:01,BAECKEREI FISCHER,15.46,Noemi,Groceries,everyday
2025-03-06,18:11,COOP/ST GALLEN,42.37,Noemi,Groceries,everyday
2025-03-06,19:21,restaurant santa lucia,34.00,Bruno,Dining,everyday
2025-03-06,19:52,METZGEREI ANGST,39.07,Ada,Groceries,everyday
2025-03-07,11:45,migros mm zuerich hb 04.04.25,38.57,Noemi,Groceries,everyday
2025-03-07,12:38,AMAVITA APOTHEKE,45.42,Bruno,Health,everyday
2025-03-07,12:55,NOOCH ASIAN KITCHEN //ZUERICH,23.73,Noemi,Dining,everyday
2025-03-08,02:26,Swisscom,79.31,Ada,Subscriptions,everyday
2025-03-08,10:26,DEPOT ZUERICH,17.79,Noemi,Home,everyday
2025-03-08,12:56,SWISS CHUCHI SCHWEIZ,33.58,Noemi,Dining,date_night
2025-03-08,16:25,GESCHENKIDEE CH KD.NR 12019169,160.07,Noemi,Gifts,gift
2025-03-08,17:43,BÄCKEREI HUG FIL.1983,12.61,Bruno,Groceries,everyday
2025-03-08,17:55,MIGROLINO,11.10,Noemi,Groceries,everyday
2025-03-08,19:09,COOP FIL.7581,30.73,Noemi,Groceries,everyday
2025-03-08,21:25,RESTAURANT BLAUE ENTE ZUERICH WIEDIKON 13.10.26,262.62,Ada,Dining,date_night
2025-03-09,05:30,SALT MOBILE NR.6782,49.61,Bruno,Subscriptions,everyday
2025-03-10,02:30,NETFLIX CARD*4005,20.29,Noemi,Subscriptions,everyday
2025-03-10,06:49,SBB CFF FFS ST GALLEN,12.53,Bruno,Transport,everyday
2025-03-10,07:04,BP TANKSTELLE KD.NR 66396365,53.20,Bruno,Transport,everyday
2025-03-10,18:27,socar tankstelle ZUERICH CARD*5530,87.89,Bruno,Transport,everyday
2025-03-10,19:54,Migros ZÜRICH,31.45,Ada,Groceries,everyday
2025-03-11,04:38,SERAFE,113.51,Noemi,Subscriptions,everyday
2025-03-11,09:44,AIRBNB PAYMENTS ST GALLEN,152.38,Noemi,Travel,everyday
2025-03-11,09:46,starbucks TRX 75801685,4.89,Ada,Cafes,date_night
2025-03-11,10:36,MICASA KLOTEN,49.80,Noemi,Home,everyday
2025-03-11,11:04,MICASA,82.53,Bruno,Home,everyday
2025-03-11,11:54,MIGROS USTER CH,102.43,Bruno,Groceries,everyday
2025-03-11,16:39,migros SUISSE,51.39,Noemi,Groceries,everyday
2025-03-11,17:26,APOTHEKE ZUR ROSE Winterthur,46.22,Bruno,Health,everyday
2025-03-11,17:56,MIGROS BERN 4664,32.42,Noemi,Groceries,trip
2025-03-11,18:31,VBZ TICKET SUISSE,3.97,Noemi,Transport,everyday
